group,rank,address,account_value,bps,allTime_pnl,allTime_vlm,month_pnl,month_vlm
DUMB,66,0x434f3e0d9d2e2b880af135a44fe79f786f4a62b0,2624374.85091,-36.86170039482173,-2182448.2306870003,592063905.71,-145251.357297,119812157.38
DUMB,67,0x358ee17c36b51e3c6870ac2aee6fa24c4c479a10,610475.339523,-36.410800289570886,-511840.969531,140573941.1,-287882.237848,55066795.37
DUMB,68,0x5647249079e257329ecb6f46ed41821d3c69e7de,4693375.364,-36.342840598345475,-2613781.316,719201161.21,-3612744.050315,45287042.63
DUMB,69,0x28d3ed14c9d3cd6f4cafd76892c1f83b6acc9281,39751.676861,-35.39802416566994,-199803.913139,56444933.82,-20526.408063,2475603.19
DUMB,70,0x3a1720a300d42e0e5cf88d0e954166ec0638c120,82352.088748,-35.28347316660469,-626939.511252,177686450.62,5137.865093,1195116.05
DUMB,71,0xe3dff0777ae861aa9c5f9f8ef005df2f2be5223c,656984.117407,-34.87841962311057,-296073.152593,84887204.11999999,-8562.35975,3934856.4699999997
DUMB,72,0xb0f094c9e85a0ee7b89214a3a67efbc131022cc0,1009945.634374,-34.84258411428753,-133851.395626,38416035.73,-97191.956503,24226757.89
DUMB,73,0x5904a219cec930d90a844df234cbad84dccce627,23158.621155,-34.81498379963391,-43844.021984,12593434.55,-8078.690405,1720278.23
DUMB,74,0x607aaebece105255be33c4b5f1f696f3a1776d29,120069.032419,-34.7966643794924,-286826.508869,82429311.54,11313.106523,9483054.02
DUMB,75,0x0bdd18bfd439c7f0e04f2bd77ca82fe110f62071,95151.836895,-34.571715594442935,-57894.893105,16746317.65,-8485.113818,2173882.2
DUMB,76,0xb49b7711955d872115e96b8413490f6757867a9f,38254.972947,-34.376781727181715,-67116.917053,19523909.36,-747.177212,1307744.95
DUMB,77,0xb50a27e07518b025525acd4665679f14558954b0,58971.42306,-34.15830468061659,-482567.72694,141273910.24,10346.209131,7516226.88
DUMB,78,0xef55c183135b0581120a66293b80166080f7f1a8,172725.871675,-33.95205302598094,-47727.811239,14057415.38,10651.402256,1950959.69
DUMB,79,0x4bea6238e0b0f1fc40e2231b3093511c41f08585,263612.55191,-33.91423206696214,-1191372.551873,351289850.68000007,-893209.795861,21317132.7
DUMB,80,0xbbfad282daa96eec71886752977736f36c693e91,118112.762912,-33.701942208763,-46855.917088,13903031.7,-2230.044605,1149139.44
DUMB,81,0x10c7f2b4741f5686a42c9fb2002e9e50ca508278,68760.249964,-33.6225942324798,-288011.07996,85659981.49,24889.729375,6020010.37
DUMB,82,0x5799df76eaf3b7c5714f1be1d8e61c5f568dde63,144096.666306,-33.28605012380105,-51673.132233,15523960.35,14126.425229,1288782.41
DUMB,83,0x63f1c0059595b17171ef28675dd0c504101e5538,169637.008485,-33.20214687579453,-60347.491515,18175779.94,-60347.491515,18175779.94
