report_time,open_interest_all,dealer_positions_long_all,dealer_positions_short_all,asset_mgr_positions_long,asset_mgr_positions_short,lev_money_positions_long,lev_money_positions_short,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
1761609600000,28717,9609,2278,8622,677,2721,19944,3167,1646,1365,939
1762214400000,27093,8775,2218,7682,714,4270,19438,2958,1559,1310,1066
1762732800000,27544,9135,2336,8073,647,3776,19586,3190,1576,1219,1248
1763424000000,27116,7764,2459,7123,875,5570,19134,3375,1515,1371,1220
1764028800000,26260,7320,2433,7227,727,4352,18116,3360,1328,1539,1194
1764633600000,24329,7587,2417,7590,704,2674,16800,3382,1336,1154,1130
1765238400000,24793,8055,2397,8098,746,2303,17173,3070,1292,1162,1080
1765843200000,24502,7117,2537,7511,686,3092,15635,2662,1399,1025,1150
1766448000000,21988,7203,2686,6820,572,2686,13937,1851,1391,1203,1177
1767052800000,20166,7064,2564,7075,478,2115,13026,1416,1489,1058,1171
1767657600000,22168,7366,2712,7677,752,2554,14294,1628,1543,1194,1118
1768262400000,23843,7605,2820,8085,736,2690,15408,1995,1476,1204,1139
1768867200000,24541,7151,2761,7800,548,4591,16149,1231,1462,1285,1138
1769472000000,24276,7130,2502,7769,491,3003,15399,1004,409,1206,1311
1770076800000,23044,6302,2224,7193,891,4450,15875,1486,401,1151,1191
1770681600000,24157,5746,2470,7476,972,4372,13871,116,497,1202,1102
1771286400000,23335,5821,2570,6957,1019,3954,12830,293,675,1163,1094
1771891200000,22919,5763,2612,6662,944,4124,12360,328,909,1162,1214
1772496000000,20302,5975,2332,7154,1129,3138,12333,69,393,1149,1298
1773100800000,21047,5842,2329,6875,984,3058,12737,682,427,1073,1053
1773705600000,23807,6302,2257,6954,1068,2530,13390,1268,428,1246,1157
1774310400000,23268,5904,2095,6219,1151,3814,12165,64,433,1097,1254
1774915200000,20631,6014,2148,5965,1161,2991,11043,94,268,805,1249
1775520000000,22308,5959,2233,6022,1449,3601,12028,710,274,927,1235
1776124800000,23761,6520,2326,6505,1244,3318,13557,1326,392,1012,1162
1776729600000,24994,6748,2187,6587,1229,2935,13657,977,353,1233,1054
1777334400000,21692,6704,2143,6621,1196,3534,13894,727,293,1046,1106
1777939200000,23402,6891,2422,7096,909,4148,15886,1356,372,1184,1086
1778544000000,23535,6135,2254,7097,1297,4347,15417,782,294,1949,1048
1779148800000,23000,6313,2252,6227,1406,5253,14214,210,291,1262,1102
1779753600000,21625,6321,2239,5950,1598,4666,13300,421,329,1267,1159
1780358400000,19882,5504,2033,5256,2153,6269,12827,365,518,1153,1016
1780963200000,19776,5679,1990,5330,2442,6153,12148,122,592,1009,1121
1781568000000,21125,6026,2016,5433,2926,6077,12684,301,281,1140,1070
1782172800000,20554,6075,2044,5202,2617,4925,11055,216,431,935,1206
1782777600000,18336,6260,1735,4754,2754,5408,10721,145,1123,758,992
1783382400000,18832,6718,1939,4790,2405,4406,11123,197,361,821,1104
1783987200000,19385,6754,2138,4779,1964,4015,11506,389,143,871,1057
1784592000000,20527,6904,2281,4684,1957,4042,11991,810,143,793,861
1785196800000,20019,6525,2445,4798,2499,3295,10168,992,156,722,1064
1785801600000,20143,6099,3130,4764,2222,4243,11483,2491,342,652,1072
1786406400000,21185,6041,2962,4741,2507,4997,12049,2443,394,778,1088
1787011200000,21760,5989,3018,4531,1799,4488,11927,2400,376,705,993
1787616000000,22216,6924,3345,4732,1787,3181,11270,1901,177,1121,1280
1788220800000,19697,6626,3842,4837,1139,4530,12150,865,101,1187,813
1788825600000,21083,6799,3856,4950,1207,5146,13038,769,100,1273,736
1789430400000,20773,6587,3168,4528,1768,5545,11899,122,136,1021,832
1790035200000,22315,7135,3488,4962,1791,4745,12698,881,99,1284,931
